in-card__title,nd-figure__content,in-realEstateListCard__priceOnTop,nd-list
"Trilocale via Santa Rita da Cascia, Barona, Milano",,€ 258.000,380m²14
"Trilocale via Cascina Corba 84, Lorenteggio, Milano",,€ 330.000,391m²1
"Trilocale viale Mario Rapisardi 9, Bruzzano, Milano",,€ 420.000,3120m²21
"Quadrilocale via resnati 15, Martini - Insubria, Milano",,€ 349.000,4110m²1R
"Bilocale via Mac Mahon 73, Ghisolfa - Mac Mahon, Milano",,€ 335.000,270m²16
"Trilocale viale Ortles 80, Corvetto, Milano",,€ 703.303,3110m²24
"Trilocale viale Ortles 80, Corvetto, Milano",,€ 630.149,3100m²24
"Bilocale via Amilcare Bonomi, Dergano, Milano",,€ 195.000,248m²15
"Monolocale largo Vincenzo Gemito 3, Casoretto, Milano",,€ 210.000,135m²1T
"Bilocale largo Vincenzo Gemito 3, Casoretto, Milano",,€ 370.000,265m²1T
Attici e Appartamenti di nuova costruzione a Milano,,Prezzo su richiesta,4 - 5+176m²5
"Quadrilocale via Andrea Palladio 10, Porta Romana - Medaglie d'Oro, Milano",,€ 810.000,4150m²14
"Bilocale viale Monza 143, Turro, Milano",,€ 289.000,265m²13
"Trilocale via Sant'Ampellio 5, Pezzotti - Meda, Milano",,€ 499.000,394m²1
"Monolocale via Liscate, 2, Gorla, Milano",,€ 165.000,139m²1T
"Bilocale ottimo stato, secondo piano, Navigli - Darsena, Milano",,€ 188.000,245m²12
"Quadrilocale via Monviso 28, Paolo Sarpi, Milano",,€ 1.170.000,4140m²36
"Bilocale via Imbonati 11., Dergano, Milano",,€ 260.000,250m²11
"Trilocale via Coluccio Salutati 10, Vercelli - Wagner, Milano",,€ 520.000,378m²13
"Bilocale via Giuseppe Candiani, Dergano, Milano",,€ 180.000,246m²1R
"Mansarda viale EDOARDO JENNER, Dergano, Milano",,€ 229.000,250m²19
"Quadrilocale via palmanova 38, Udine, Milano",,€ 449.000,4120m²5
"Trilocale via Bruno Cassinari 30, Santa Giulia, Milano",,€ 419.000,384m²24
"Loft via Francesco Melzi d'Eril 10, Arena, Milano",,€ 630.000,5155m²2S
"Monolocale largo Vincenzo Gemito 3, Casoretto, Milano",,€ 310.000,155m²1T
"Trilocale via Padre Reginaldo Giuliani 18, Greco - Segnano, Milano",,€ 346.000,3110m²12
"Trilocale via Montepulciano, Centrale, Milano",,€ 730.000,3135m²22
"Bilocale via Semplicità 1, Dergano, Milano",,€ 305.000,270m²1R
"Bilocale via Semplicità 1, Dergano, Milano",,€ 305.000,270m²1R
"Trilocale via Fezzan 3, Bande Nere, Milano",,€ 389.000,370m²12
"Bilocale via Soffredini, 28, Villa San Giovanni, Milano",,€ 213.000,255m²1T
"Trilocale via Correggio, Amendola - Buonarroti, Milano",,€ 590.000,386m²1
"Monolocale via Marco Burigozzo 8, Ticinese, Milano",,€ 410.000,158m²1T
"Appartamento all'asta via Michele Lessona 2, Milano",,"da € 59.250,00",213/12/202349m²
"Bilocale via Giulio Dardanoni 10, Lambrate, Milano",,€ 315.000,269m²1T
"Trilocale via Giovanni Battista Sammartini 37, Centrale, Milano",,€ 315.000,363m²1S
"Trilocale via San Vittore 7, San Vittore, Milano",,€ 1.270.000,3140m²32
"Appartamento in villa viale Luigi Bodio 13, Ghisolfa - Mac Mahon, Milano",,€ 790.000,5+220m²3
"Trilocale via Luigi Manzotti 15, Dergano, Milano",,€ 380.000,380m²T
"Trilocale via Giulio Dardanoni 10, Lambrate, Milano",,€ 459.000,3102m²11
"Bilocale via Romeo Frassinetti, San Siro, Milano",,€ 370.000,274m²1R
"Appartamento via Eligio Brigatti 12, Baggio, Milano",,€ 520.000,5160m²2R
"Trilocale via Arpino, Quinto Romano, Milano",,€ 180.000,381m²1T
"Trilocale via Romualdo Bonfadini 98, Viale Ungheria - Mecenate, Milano",,€ 215.000,378m²13
"Trilocale via Amero Cagnoni 5, Gambara, Milano",,€ 650.000,3112m²25
"Trilocale via Melchiorre Gioia 171, Maggiolina, Milano",,€ 449.000,380m²23
"Bilocale via Tolmezzo 12, Udine, Milano",,€ 196.000,246m²1T
"Trilocale via dei Grimani, Washington, Milano",,€ 650.000,395m²23
"Trilocale via Carlo Perini 24, Quarto Oggiaro, Milano",,€ 250.000,3100m²21
"Trilocale via Antonio Pollaiuolo 17, Isola, Milano",,€ 398.000,393m²11
"Trilocale piazza Riccardo Wagner, Vercelli - Wagner, Milano",,€ 845.000,3115m²28
"Bilocale via Tolmezzo 12, Udine, Milano",,€ 255.000,262m²2T
"Bilocale via Tolmezzo 12, Udine, Milano",,€ 195.000,245m²1T
"Bilocale via Pasquale Sottocorno 17, Piave - Tricolore, Milano",,€ 465.000,265m²13
"Bilocale via Val di Sole 10, Vigentino - Fatima, Milano",,€ 320.000,265m²11
"Trilocale via Semplicità 1, Dergano, Milano",,€ 510.000,3105m²1T
"Trilocale via Federico Bellazzi 7, Ponte Nuovo, Milano",,€ 249.000,378m²13
"Bilocale via Mauro Macchi, Centrale, Milano",,€ 395.000,250m²12
"Bilocale via Tolmezzo 12, Udine, Milano",,€ 295.000,275m²1T
"Bilocale via Tolmezzo 12, Udine, Milano",,€ 185.000,242m²1T
"Bilocale via Tolmezzo 12, Udine, Milano",,€ 185.000,242m²1T
"Attico via Gaspare Spontini 6, Buenos Aires, Milano",,€ 490.000,380m²14
"Bilocale via Lodovico il Moro 159, Tre Castelli - Faenza, Milano",,€ 280.000,263m²17
"Bilocale via Giulio Dardanoni 10, Lambrate, Milano",,€ 230.000,251m²11
"Bilocale corso San Gottardo 14, Ascanio Sforza, Milano",,€ 395.000,260m²1T
"Trilocale via Giorgio De Chirico 6, Trenno, Milano",,€ 498.000,396m²1
"Trilocale via Cardinale Giuseppe Mezzofanti 24, Argonne - Corsica, Milano",,€ 280.000,3100m²2S
"Quadrilocale piazza Lima 1, Buenos Aires, Milano",,€ 989.000,4180m²2T
"Quadrilocale via Giuseppe Avezzana, Corvetto, Milano",,€ 320.000,4120m²13
"Monolocale via Arquà 13, Parco Trotter, Milano",,€ 129.000,135m²3
"Bilocale via Roberto Tremelloni 42, Quartiere Adriano, Milano",,€ 285.000,273m²17
"Trilocale via Giovanni Pascoli, Città Studi, Milano",,€ 548.000,3103m²22
"Trilocale via Giovanni Battista Boeri 11, Pezzotti - Meda, Milano",,€ 375.000,371m²2T
"Trilocale via Riccardo Galli, Monte Rosa - Lotto, Milano",,€ 380.000,365m²11
"Monolocale corso Giuseppe Garibaldi, Moscova, Milano",,€ 535.000,150m²12
"Appartamento via Padova 95, Turro, Milano",,€ 350.000,5270m²3S
"Appartamento all'asta via Privata Ernesto Reinach , 7, Milano",,"da € 127.500,00",374m²R
"Appartamento all'asta via michele lessona, 2, Milano",,"da € 59.250,00",248m²3
"Monolocale via Valle Antrona 1, Baggio, Milano",,€ 135.000,135m²18
"Appartamento all'asta via Michele Lessona, 2, Milano",,"da € 59.250,00",213/12/202348m²3
"Appartamento via Adeodato Ressi 17, Maggiolina, Milano",,€ 1.190.000,5+190m²26
"Appartamento all'asta via Valassina, 42, Milano",,"da € 38.750,00",374m²1
"Trilocale via Illirico 1, Città Studi, Milano",,€ 349.000,375m²12
"Appartamento viale Gran Sasso, Città Studi, Milano",,€ 925.000,5179m²23
"Trilocale via Andrea Solari 52, Solari, Milano",,€ 445.000,390m²1R
"Palazzo - stabile all'asta via Elio Vittorini , 32, Milano",,"da € 100.200,00",231/01/202480m²
"Quadrilocale piazzale Stazione Genova, Navigli - Darsena, Milano",,€ 490.000,471m²11
"Trilocale via Lorenzo Bartolini 29, Ghisolfa - Mac Mahon, Milano",,€ 257.000,360m²R
"Bilocale via Salasco, Bocconi, Milano",,€ 565.000,265m²12
"Bilocale nuovo, piano terra, Arco della Pace, Milano",,€ 440.000,251m²1T
"Bilocale via San Mamete 3, Quartiere Adriano, Milano",,€ 135.000,245m²14
"Quadrilocale via Sant'Uguzzone 7, Villa San Giovanni, Milano",,€ 139.000,498m²1T
"Bilocale corso Giuseppe Garibaldi, Lanza, Milano",,€ 600.000,255m²13
"Trilocale via Mecenate 25, Quartiere Forlanini, Milano",,€ 289.000,386m²15
"Monolocale via Brusuglio, Affori, Milano",,€ 140.000,142m²1R
"Open space, ottimo stato, piano terra, Rovereto, Milano",,€ 89.000,122m²1T
"Appartamento all'asta, Milano",,"da € 100.200,00",331/01/202474m²1
"Bilocale via Amadeo, 37, Città Studi, Milano",,€ 315.000,255m²13
"Terratetto unifamiliare via Alzaia Naviglio Pavese, Navigli - Darsena, Milano",,€ 430.000,364m²2
"Trilocale via Orbetello, Crescenzago, Milano",,€ 209.000,371m²17
"Quadrilocale corso Vercelli, Vercelli - Wagner, Milano",,€ 880.000,4125m²11
"Bilocale nuovo, primo piano, Zara, Milano",,€ 328.000,245m²11
"Bilocale nuovo, primo piano, Zara, Milano",,€ 328.000,245m²11
"Appartamento all'asta viale Marche , 40, Milano",,"da € 197.533,00",130/10/202350m²R
"Appartamento all'asta via Michele Lessona, 2, Milano",,"da € 59.250,00",253m²3
"Appartamento via 20 Settembre, Vincenzo Monti, Milano",,Prezzo su richiesta,5+280m²33
"Bilocale via Luigi Devoto 5, Argonne - Corsica, Milano",,€ 290.000,240m²11
"Appartamento piazza Sempione, Arco della Pace, Milano",,€ 1.500.000,5+150m²T
"Bilocale via Novara, Figino, Milano",,€ 240.000,260m²1T
"Bilocale ottimo stato, primo piano, Quadronno - Crocetta, Milano",,Prezzo su richiesta,282m²11
"Palazzo - Edificio da ristrutturare, Duomo, Milano",,Prezzo su richiesta,3.000m²T
"Appartamento viale Bacchiglione 21, Lodi - Brenta, Milano",,€ 950.000,5120m²22
"Trilocale via Gian Rinaldo Carli 47, Affori, Milano",,€ 398.000,3120m²27
"Attico via Alserio 24, Isola, Milano",,€ 495.000,361m²15
"Trilocale via Sirte, Solari, Milano",,€ 520.000,371m²21
"Trilocale via Padova 186, Cimiano, Milano",,€ 300.000,392m²12
"Trilocale piazzale Fratelli Zavattari 6, Monte Rosa - Lotto, Milano",,€ 449.000,390m²16
"Trilocale via Fiori Chiari 4, Brera, Milano",,€ 1.400.000,3100m²1T
"Bilocale via Gardone 10, Corvetto, Milano",,€ 210.000,245m²13
Appartamenti e Attici di nuova costruzione a Milano,,da € 402.000,1 - 462m²7
"Bilocale via Luigi Giuseppe Faravelli 10, Sempione, Milano",,€ 315.000,262m²1R
"Quadrilocale via pergolesi 4, Buenos Aires, Milano",,€ 770.000,4130m²23
"Quadrilocale via GROSSICH 17, Città Studi, Milano",,€ 785.000,4162m²25
"Bilocale via Piero Maroncelli, Garibaldi - Corso Como, Milano",,€ 560.000,275m²11
"Appartamento via Privata Alessandro Antonelli 7, Corvetto, Milano",,€ 430.000,5100m²25
"Quadrilocale via Alfonso Capecelatro 6, San Siro, Milano",,€ 796.000,4125m²22
"Monolocale viale Sarca 191, Bicocca, Milano",,€ 185.000,136m²12
"Bilocale via Giovanni Rasori, Vercelli - Wagner, Milano",,€ 790.000,270m²14
"Quadrilocale piazzale Luigi E. Corvetto 3, Corvetto, Milano",,€ 259.000,4110m²13
"Appartamento all'asta via Giovanni Pacini 61, Milano",,"da € 689.250,00",5+16/01/2024181m²5
"Trilocale via Don Luigi Guanella 13, Precotto, Milano",,€ 370.000,391m²11
"Trilocale via Emilio De Marchi 5, Maggiolina, Milano",,€ 390.000,3120m²22
"Monolocale viale Umbria 27, Porta Romana - Medaglie d'Oro, Milano",,€ 190.000,140m²14
"Bilocale via FEDERICO CONFALONIERI 21, Isola, Milano",,€ 419.000,250m²14
"Appartamento all'asta via Ernesto Reinach 7, Milano",,"da € 127.500,00",315/11/202373m²R
"Quadrilocale viale Romagna, 20, Città Studi, Milano",,€ 560.000,4100m²17
"Trilocale via Padova 109, Cimiano, Milano",,€ 370.000,3102m²2R
"Trilocale via Ugo Betti 69, Gallaratese, Milano",,€ 265.000,390m²24
"Bilocale via Stresa 17, Maggiolina, Milano",,€ 360.000,284m²1R
"Trilocale via Valfurva 1, Prato Centenaro, Milano",,€ 378.000,3108m²14
"Bilocale via Privata Orio Vergani 19, Maggiolina, Milano",,€ 335.000,245m²1R
"Trilocale viale Pisa 12, Piazzale Siena, Milano",,€ 369.000,3105m²11
"Bilocale via Santa Marcellina 8, Bicocca, Milano",,€ 270.000,268m²11
"Bilocale via Matteo Civitali 46, San Siro, Milano",,€ 219.000,255m²15
"Quadrilocale piazzale Fratelli Zavattari 4, Monte Rosa - Lotto, Milano",,€ 565.000,4125m²22
"Trilocale via Matteo Civitali 46, San Siro, Milano",,€ 250.000,368m²15
"Bilocale via Gian Battista Brocchi 15, Città Studi, Milano",,€ 280.000,250m²1R
"Quadrilocale via Antonio Bronzino 13, Città Studi, Milano",,€ 810.000,4116m²21
"Bilocale via Matteo Civitali 46, San Siro, Milano",,€ 205.000,260m²12
"Trilocale via Giuseppe Pellizza da Volpedo 26, Monte Rosa - Lotto, Milano",,€ 530.000,376m²1T
"Bilocale via Matteo Civitali 46, San Siro, Milano",,€ 219.000,263m²13
"Bilocale via Tito Vignoli, Giambellino, Milano",,€ 290.000,260m²1T
"Attico via Virgilio Ferrari 25, Vigentino - Fatima, Milano",,€ 395.000,377m²12
"Attico via Flumendosa 16, Crescenzago, Milano",,€ 775.000,4215m²24 - 5
"Attico via Flumendosa 16, Crescenzago, Milano",,€ 775.000,4215m²24 - 5
"Bilocale via Ponte Seveso 19, Centrale, Milano",,€ 560.000,280m²14
"Bilocale via Val di Noce 10, Baggio, Milano",,€ 150.000,265m²1R
Appartamenti e Loft di nuova costruzione a Milano,,da € 596.900,2 - 5+82m²11
"Quadrilocale via Bernardino Verro 33/6, Ripamonti, Milano",,€ 800.000,4140m²23
"Trilocale via Giovanni Antonio Amadeo 41, Città Studi, Milano",,€ 448.000,388m²13
"Quadrilocale via Fabio Filzi 8, Centrale, Milano",,€ 870.000,4135m²24
"Attico piazza Virgilio, Vincenzo Monti, Milano",,€ 890.000,280m²14
"Bilocale via San Giuseppe Cottolengo 14, Tre Castelli - Faenza, Milano",,€ 180.000,250m²11
"Bilocale via Emilio Morosini, Montenero, Milano",,€ 690.000,290m²1
"Trilocale via Bernardino Verro 78, Vigentino - Fatima, Milano",,€ 480.000,3125m²25
"Trilocale via Enrico Cosenz 44, Bovisa, Milano",,€ 346.300,381m²11
"Trilocale via Giovanni Pascoli 4, Città Studi, Milano",,€ 495.000,375m²22
"Monolocale via Marcello Nizzoli 4, Bande Nere, Milano",,€ 402.000,162m²11
"Bilocale via Rimini 25/3, Famagosta, Milano",,€ 299.000,264m²13
"Appartamento via Ludovico Ariosto 4, Vincenzo Monti, Milano",,€ 1.800.000,5165m²25
"Trilocale via PIsanello, 4., Gambara, Milano",,€ 535.000,393m²23
"Bilocale via Guido Guinizelli 15, Pasteur, Milano",,€ 249.000,250m²1R
"Bilocale via Guido Guinizelli 15, Pasteur, Milano",,€ 249.000,250m²1R
"Bilocale via Uberto Visconti di Modrone 19, Borgogna - Largo Augusto, Milano",,€ 650.000,250m²1T
"Monolocale via Sofonisba Anguissola 2, Gambara, Milano",,€ 249.000,147m²1R
"Quadrilocale via Francesco Koristka 7, Cenisio, Milano",,€ 630.000,4105m²14
"Monolocale via Giovanni Battista Moroni 30, Gambara, Milano",,€ 293.000,160m²1T
"Bilocale via Pietro Orseolo 3, Solari, Milano",,€ 440.000,280m²12
"Trilocale via Nicola Antonio Porpora 109, Casoretto, Milano",,€ 480.000,385m²13
"Appartamento all'asta via Elio Vittorini 32, Milano",,"da € 100.200,00",231/01/202472m²1
"Trilocale via Giovanni Pascoli 4, Città Studi, Milano",,€ 495.000,375m²22
"Bilocale via Cesare Manaresi 7, Baggio, Milano",,€ 169.000,256m²12
"Appartamento via Podgora 14, Guastalla, Milano",,€ 1.920.000,5211m²25
"Loft via Serviliano Lattuada 6, Porta Romana - Medaglie d'Oro, Milano",,€ 375.000,246m²1T
"Appartamento corso Magenta, Cadorna - Castello, Milano",,€ 2.500.000,5134m²21
"Bilocale via Magolfa, Navigli - Darsena, Milano",,€ 480.000,270m²13
"Bilocale via MAc Mahon, Cenisio, Milano",,€ 238.000,252m²1R
"Quadrilocale via Val d'Intelvi 4, Baggio, Milano",,€ 350.000,4130m²22
"Trilocale via Quintosole, Quintosole - Chiaravalle, Milano",,€ 230.000,395m²14
"Trilocale via Andrea Solari 60, Solari, Milano",,€ 590.000,388m²11
"Loft viale Monza, Villa San Giovanni, Milano",,€ 210.000,270m²11
"Bilocale via Padre Placido Riccardi, Cimiano, Milano",,€ 190.000,260m²12
"Bilocale via Francesco Rismondo, Baggio, Milano",,€ 239.000,275m²1T
"Trilocale via Bernardino Verro 43, Ripamonti, Milano",,€ 517.000,399m²1
"Monolocale via Comune Antico 5, Greco - Segnano, Milano",,€ 187.000,133m²12
"Appartamento all'asta via Giovanni Pacini 61, Milano",,"da € 689.250,00",5+16/01/2024188m²5
"Bilocale via Aleardo Aleardi 3, Paolo Sarpi, Milano",,€ 347.000,260m²13
"Trilocale via Enrico Cosenz 54, Bovisa, Milano",,€ 373.000,3127m²21
"Bilocale via Raffaello Sanzio 16, Amendola - Buonarroti, Milano",,€ 550.000,290m²22
"Bilocale via Paolo Paruta 23, Cimiano, Milano",,€ 165.000,250m²11
"Trilocale via Terenzio Mamiani 7, Cimiano, Milano",,€ 260.000,380m²15
"Trilocale via Sangro 7, Udine, Milano",,€ 190.000,373m²1S
"Quadrilocale via Guido Mazzali 5, Udine, Milano",,€ 489.000,4117m²22
"Bilocale via Giorgio Marazzani 7, Cimiano, Milano",,€ 209.000,264m²1
"Quadrilocale viale Coni Zugna 9, Dezza, Milano",,€ 870.000,4130m²3T
"Trilocale via Porpora 109, Casoretto, Milano",,€ 480.000,385m²13
"Trilocale via Lessona, Roserio, Milano",,€ 350.000,3101m²14
"Trilocale via Giovanni Enrico Pestalozzi 22, Barona, Milano",,€ 840.000,3130m²22
"Trilocale via Settimo Milanese 25, Muggiano, Milano",,€ 215.000,380m²11
"Bilocale via Bernardino Verro 43, Ripamonti, Milano",,€ 353.000,267m²1T
"Trilocale via Lomellina 52, Argonne - Corsica, Milano",,€ 415.000,3117m²24
"Trilocale via Gustavo Modena, Indipendenza, Milano",,€ 650.000,395m²1
"Bilocale via Carlo Imbonati 4, Dergano, Milano",,€ 269.000,265m²11
"Bilocale via Bernardino Verro 43, Ripamonti, Milano",,€ 341.000,265m²1T
"Appartamento all'asta via Ernesto Reinach 7, Milano",,"da € 127.500,00",315/11/202374m²R
"Trilocale via Bernardino Verro 43, Ripamonti, Milano",,€ 511.000,397m²1
"Trilocale via Antonio Mambretti 40, Quarto Oggiaro, Milano",,€ 170.000,376m²16
"Trilocale via Padre Reginaldo Giuliani 20, Greco - Segnano, Milano",,€ 280.000,392m²15
"Trilocale via Bernardino Verro 43, Ripamonti, Milano",,€ 654.000,3125m²1
"Bilocale via Piero Martinetti, Piazzale Siena, Milano",,€ 245.000,250m²14
"Bilocale via Ercole Oldofredi 39, Maggiolina, Milano",,€ 298.000,251m²11
"Bilocale via Carlotta Marchionni, 25, Bruzzano, Milano",,€ 145.000,259m²13
"Quadrilocale via Ugo La Malfa 15, Quartiere Adriano, Milano",,€ 398.000,4135m²24
"Quadrilocale via Pergine, 3, Monte Stella, Milano",,€ 450.000,4125m²11
"Bilocale via CARLO FORLANINI 1, Città Studi, Milano",,€ 299.000,270m²11
"Trilocale via Giovanni Battista Sammartini 37, Centrale, Milano",,€ 321.600,367m²1T
"Loft via Tagiura 23, Tripoli - Soderini, Milano",,€ 244.000,360m²1S
"Appartamento all'asta viale Certosa 292, Milano",,"da € 122.880,00",207/11/202379m²T
"Bilocale via Giovanni Battista Sammartini 37, Centrale, Milano",,€ 283.200,259m²1T
"Trilocale ottimo stato, piano terra, Lanza, Milano",,€ 795.000,3150m²3T
"Trilocale via Adelaide Bono Cairoli 28/a, Turro, Milano",,€ 1.080.000,3156m²2
"Appartamento all'asta viale Ungheria 11, Milano",,"da € 112.500,00",379m²
"Bilocale via Marghera 34, De Angeli, Milano",,€ 350.000,240m²12
"Quadrilocale piazza Carlo Stuparich, Monte Rosa - Lotto, Milano",,€ 835.000,4155m²2
"Trilocale via Tolentino, Cenisio, Milano",,€ 520.000,3110m²12
"Bilocale corso di Porta Ticinese 76, Ticinese, Milano",,€ 410.000,250m²1T
"Appartamento all'asta via Elio Vittorini 32, Milano",,"da € 100.200,00",331/01/202480m²1
"Villa a schiera via San Giuseppe Cottolengo, Tre Castelli - Faenza, Milano",,€ 795.000,5157m²3
"Appartamento all'asta via Giovanni Pacini 61, Milano",,"da € 689.250,00",5+188m²
"Monolocale via Uberto Visconti di Modrone 19, Borgogna - Largo Augusto, Milano",,€ 617.500,148m²1T
"Appartamento all'asta via Ernesto Reinach 7, Milano",,"da € 127.500,00",215/11/202374m²R
"Bilocale via Resegone 1, Farini, Milano",,€ 255.000,254m²13
"Appartamento all'asta via Elio Vittorini 32, Milano",,"da € 100.200,00",231/01/202480m²1
"Appartamento all'asta viale Marche 40, Milano",,"da € 197.533,10",130/10/202354m²
"Trilocale via Bezzecca 2, Montenero, Milano",,€ 570.000,376m²11
"Bilocale via Sangallo 2, Città Studi, Milano",,€ 278.000,262m²12
"Quadrilocale via Felice Orsini 68, Roserio, Milano",,€ 220.000,4110m²14
"Trilocale via Val d'Ossola, 2, Niguarda, Milano",,€ 330.000,3102m²14
"Bilocale corso San Gottardo, Corso San Gottardo, Milano",,€ 430.000,264m²2T
"Trilocale viale Corsica 74, Porta Vittoria, Milano",,€ 268.000,390m²1T
"Bilocale via Negroli 8, Argonne - Corsica, Milano",,€ 330.000,268m²1R
"Bilocale via Guido Guinizelli 13, Pasteur, Milano",,€ 269.000,250m²12
"Bilocale viale Brenta 8, Corvetto, Milano",,€ 310.000,265m²15
"Quadrilocale via dei Larici 27, Quartiere Olmi, Milano",,€ 287.000,4115m²14
"Trilocale via Giovanni Battista Grassi 89, Roserio, Milano",,€ 255.000,3100m²25
"Attico piazzale Luigi Cadorna 15, Vincenzo Monti, Milano",,€ 990.000,395m²26
"Appartamento via della Moscova 53, Moscova, Milano",,€ 1.610.000,5163m²2
"Bilocale via dell'Arcadia 13, Gratosoglio, Milano",,€ 165.000,250m²12
"Bilocale via Lodovico Montegani 47, Cermenate - Abbiategrasso, Milano",,€ 190.000,245m²1T
"Appartamento all'asta via Ernesto Reinach 7, Milano",,"da € 127.500,00",215/11/202375m²
"Trilocale via degli Arcimboldi 5, Missori, Milano",,€ 439.000,3100m²2T
"Bilocale ottimo stato, quarto piano, Casoretto, Milano",,€ 255.000,250m²14
"Monolocale via Ugo Bassi, Isola, Milano",,€ 220.000,125m²12
"Bilocale via Giovanni Battista Sammartini 37, Centrale, Milano",,€ 280.000,253m²1S
"Trilocale via Giulio Dardanoni 10, Lambrate, Milano",,€ 495.000,3112m²1T
"Trilocale via degli Arcimboldi 5, Missori, Milano",,€ 438.000,3103m²2T
"Appartamento all'asta via Giovanni Pacini 61, Milano",,"da € 689.250,00",5+16/01/2024206m²5
"Trilocale via Albino 9, Primaticcio, Milano",,€ 359.000,398m²16
"Bilocale via Domenico Trentacoste 34, Lambrate, Milano",,€ 190.000,275m²1R
"Quadrilocale via Perugino, Cadore, Milano",,€ 850.000,4110m²12
"Bilocale nuovo, secondo piano, Montenero, Milano",,€ 370.000,245m²12
"Monolocale viale Monte Ceneri 14, Ghisolfa - Mac Mahon, Milano",,€ 198.000,152m²14
"Trilocale ottimo stato, quarto piano, Gambara, Milano",,€ 535.000,393m²24
"Quadrilocale via Giulio Dardanoni 10, Lambrate, Milano",,€ 446.000,499m²1T
"Appartamento all'asta piazzale Selinunte 3, Milano",,"da € 51.000,00",209/11/202351m²
"Bilocale da ristrutturare, primo piano, Bande Nere, Milano",,€ 248.000,253m²11
"Trilocale piazzale Giovanni De Agostini, Washington, Milano",,€ 650.000,395m²23
"Quadrilocale via Sem Benelli 8, Gallaratese, Milano",,€ 310.000,4102m²11
"Bilocale via Tolmezzo 12, Udine, Milano",,€ 205.000,253m²1T
"Terratetto unifamiliare via Dell'Assunta, Vigentino - Fatima, Milano",,€ 730.000,4250m²3+
"Trilocale via Michelangelo Buonarroti, Amendola - Buonarroti, Milano",,€ 845.000,3115m²28
"Bilocale viale Lucania, Corvetto, Milano",,€ 235.000,265m²15
"Trilocale via Giulio Dardanoni 10, Lambrate, Milano",,€ 440.000,380m²11
"Trilocale via Giulio Dardanoni 10, Lambrate, Milano",,€ 309.000,366m²1T
"Trilocale corso di Porta Vigentina 6, Quadronno - Crocetta, Milano",,€ 670.000,387m²22
"Quadrilocale ottimo stato, quinto piano, Monte Rosa - Lotto, Milano",,€ 1.090.000,4135m²25
"Quadrilocale via Tortona 72, Solari, Milano",,€ 759.000,4120m²23
"Trilocale via Francesco Brioschi 55, Pezzotti - Meda, Milano",,€ 640.000,392m²2T
"Bilocale via Lodovico il Moro 159, Tre Castelli - Faenza, Milano",,€ 210.000,252m²1R
"Trilocale via Guglielmo Ciardi 25, San Siro, Milano",,€ 345.000,375m²12
"Attico viale Monza 58, Rovereto, Milano",,€ 495.000,287m²16
"Bilocale via Crimea 21, Bande Nere, Milano",,€ 315.000,241m²17
"Terratetto plurifamiliare via Francesco Brioschi 55, Pezzotti - Meda, Milano",,€ 695.000,3101m²2
"Terratetto plurifamiliare via Francesco Brioschi 55, Pezzotti - Meda, Milano",,€ 660.000,395m²2
"Loft all'asta viale Marche 40, Milano",,"da € 197.533,10",130/10/202354m²
"Trilocale da ristrutturare, terzo piano, Navigli - Darsena, Milano",,€ 690.000,3115m²23
"Attico via Lecco, Buenos Aires, Milano",,€ 449.000,370m²15
"Trilocale buono stato, piano rialzato, Precotto, Milano",,€ 329.000,3100m²1R
"Bilocale via Fortezza 21, Villa San Giovanni, Milano",,€ 250.000,275m²11
"Trilocale Svincolo piazzale Corvetto, Rogoredo, Milano",,€ 272.000,363m²11
"Quadrilocale via Vitruvio 12, Buenos Aires, Milano",,€ 595.000,4120m²11
"Bilocale via Ugo Frigerio 43, Baggio, Milano",,€ 135.000,255m²1T
"Bilocale piazzale Costantino Nigra, Farini, Milano",,€ 240.000,260m²11
"Bilocale via Melzo 28, Porta Venezia, Milano",,€ 575.000,260m²12
"Appartamento all'asta via pacini, 61, Milano",,"da € 689.250,00",5185m²5
"Quadrilocale via Melzo 28, Porta Venezia, Milano",,€ 1.125.000,4106m²11
"Appartamento all'asta viale Ungheria, 11, Milano",,"da € 112.500,00",374m²2
"Appartamento all'asta viale Certosa , 292, Milano",,"da € 122.880,00",390m²T
"Bilocale via Carlo Imbonati 71, Dergano, Milano",,€ 235.000,260m²1
"Trilocale via Gerolamo Avogadro, Tre Castelli - Faenza, Milano",,€ 329.000,394m²1
"Appartamento via mascheroni, Pagano, Milano",,Prezzo su richiesta,5+250m²34
"Trilocale via Edmondo De Amicis 50, Sant'Ambrogio, Milano",,€ 1.200.000,390m²23
"Bilocale via Giuseppe Edoardo Arimondi 13, Ghisolfa - Mac Mahon, Milano",,€ 330.000,255m²1T
"Monolocale via Melchiorre Delfico, Ghisolfa - Mac Mahon, Milano",,€ 228.000,138m²12
"Trilocale via Renato Birolli, Maggiolina, Milano",,€ 515.000,390m²11
"Quadrilocale viale Vittorio Veneto, Porta Venezia, Milano",,Prezzo su richiesta,4210m²25
"Bilocale via Bari 2, Tre Castelli - Faenza, Milano",,€ 215.000,260m²15
"Appartamento corso Vercelli, Vercelli - Wagner, Milano",,Prezzo su richiesta,5159m²3
"Trilocale via Arzaga 28, Bande Nere, Milano",,€ 690.000,3105m²21
"Bilocale via Gaetano Braga 1, Cascina dei Pomi, Milano",,€ 310.000,270m²15
"Appartamento all'asta via Giuseppe Ripamonti 227, Milano",,"da € 96.750,00",307/11/202363m²8
